Date,Time,Current  (A),Voltage  (mV),     P = I* V
4/24/2022,2:27:51,2.72,6.13,16.6736
4/24/2022,2:28:54,2.7,6.11,16.497
4/24/2022,2:29:56,2.73,5.81,15.8613
4/24/2022,2:30:59,2.64,5.89,15.5496
4/24/2022,2:32:01,3.09,6.02,18.6018
4/24/2022,2:33:04,2.85,6.24,17.784
4/24/2022,2:34:06,2.8,6.15,17.22
4/24/2022,2:35:09,2.66,6.08,16.1728
4/24/2022,2:36:11,2.74,6.09,16.6866
4/24/2022,2:37:14,2.94,6.12,17.9928
4/24/2022,2:38:16,2.92,6.06,17.6952
4/24/2022,2:39:19,3.08,5.85,18.018
4/24/2022,2:40:22,2.72,5.84,15.8848
4/24/2022,2:41:24,2.94,6.05,17.787
4/24/2022,2:42:27,2.92,6.23,18.1916
4/24/2022,2:43:30,2.66,5.82,15.4812
4/24/2022,2:44:32,2.75,6.02,16.555
4/24/2022,2:45:35,3.08,6.22,19.1576
4/24/2022,2:46:37,3.16,5.93,18.7388
4/24/2022,2:47:40,2.83,6.13,17.3479
4/24/2022,2:48:42,2.72,6.24,16.9728
4/24/2022,2:49:45,2.78,6.17,17.1526
4/24/2022,2:50:47,3.15,6.1,19.215
4/24/2022,2:51:50,3.15,6.17,19.4355
4/24/2022,2:52:53,2.67,6.14,16.3938
4/24/2022,2:53:55,2.98,6.16,18.3568
4/24/2022,2:54:58,2.66,6.07,16.1462
4/24/2022,2:56:00,3.11,5.88,18.2868
4/24/2022,2:57:03,2.79,6.12,17.0748
4/24/2022,2:58:06,2.9,5.94,17.226
4/24/2022,2:59:08,2.67,5.82,15.5394
4/24/2022,3:00:11,3.11,5.99,18.6289
4/24/2022,3:01:14,2.86,5.86,16.7596
4/24/2022,3:02:16,3.05,6.06,18.483
4/24/2022,3:03:19,2.7,6.21,16.767
4/24/2022,3:04:21,2.67,5.82,15.5394
4/24/2022,3:05:24,2.87,6.06,17.3922
4/24/2022,3:06:26,2.71,6.12,16.5852
4/24/2022,3:07:29,3,6.15,18.45
4/24/2022,3:08:31,2.83,5.97,16.8951
4/24/2022,3:09:34,2.72,6.13,16.6736
4/24/2022,3:10:37,2.98,6.01,17.9098
4/24/2022,3:11:39,3.14,6.02,18.9028
4/24/2022,3:12:42,2.91,5.77,16.7907
4/24/2022,3:13:44,2.96,6.24,18.4704
4/24/2022,3:14:46,2.89,5.93,17.1377
4/24/2022,3:15:49,3.03,5.81,17.6043
4/24/2022,3:16:51,2.65,6.18,16.377
4/24/2022,3:17:54,3.06,5.86,17.9316
4/24/2022,3:18:56,3.01,6.03,18.1503
4/24/2022,3:19:59,2.81,5.89,16.5509
4/24/2022,3:21:01,3.11,6.04,18.7844
4/24/2022,3:22:04,2.74,5.94,16.2756
4/24/2022,3:23:06,2.96,6.11,18.0856
4/24/2022,3:24:09,3.1,5.79,17.949
4/24/2022,3:25:12,2.77,6.11,16.9247
4/24/2022,3:26:14,3.05,6.09,18.5745
4/24/2022,3:27:17,2.76,5.87,16.2012
4/24/2022,3:28:19,2.77,6.13,16.9801
4/24/2022,3:29:22,2.71,5.86,15.8806
4/24/2022,3:30:24,2.69,5.91,15.8979
4/24/2022,3:31:27,3.04,6,18.24
4/24/2022,3:32:29,2.7,5.91,15.957
4/24/2022,3:33:32,2.68,6.14,16.4552
4/24/2022,3:34:34,2.95,5.88,17.346
4/24/2022,3:35:37,2.68,5.8,15.544
4/24/2022,3:36:39,2.99,6.12,18.2988
4/24/2022,3:37:42,2.98,5.93,17.6714
4/24/2022,3:38:45,3.01,5.98,17.9998
4/24/2022,3:39:47,2.84,5.8,16.472
4/24/2022,3:40:50,2.82,6.14,17.3148
4/24/2022,3:41:52,3.14,5.92,18.5888
4/24/2022,3:42:55,3.03,6.23,18.8769
4/24/2022,3:43:58,2.81,5.88,16.5228
4/24/2022,3:45:01,3.07,5.96,18.2972
4/24/2022,3:46:03,2.94,5.89,17.3166
4/24/2022,3:47:06,2.86,6,17.16
4/24/2022,3:48:08,2.94,5.94,17.4636
4/24/2022,3:49:11,3.07,5.77,17.7139
4/24/2022,3:50:13,2.86,5.77,16.5022
4/24/2022,3:51:16,3.15,5.95,18.7425
4/24/2022,3:52:19,2.85,5.8,16.53
4/24/2022,3:53:21,3.13,6.1,19.093
4/24/2022,3:54:24,2.95,5.96,17.582
4/24/2022,3:55:26,2.68,5.88,15.7584
4/24/2022,3:56:29,2.84,5.79,16.4436
4/24/2022,3:57:32,3.12,6.16,19.2192
4/24/2022,3:58:34,3.1,5.87,18.197
4/24/2022,3:59:37,2.71,5.98,16.2058
4/24/2022,4:00:40,2.77,6.04,16.7308
4/24/2022,4:01:42,2.82,6.17,17.3994
4/24/2022,4:02:45,3.15,5.78,18.207
4/24/2022,4:03:48,2.83,5.91,16.7253
4/24/2022,4:04:51,2.69,6.13,16.4897
4/24/2022,4:05:54,2.74,5.94,16.2756
4/24/2022,4:06:56,2.74,6.03,16.5222
4/24/2022,4:07:59,3.15,6.11,19.2465
4/24/2022,4:09:02,3.08,5.96,18.3568
4/24/2022,4:10:04,3.06,6.2,18.972
4/24/2022,4:11:07,2.76,6,16.56
4/24/2022,4:12:09,3,5.8,17.4
4/24/2022,4:13:12,2.76,5.92,16.3392
4/24/2022,4:14:14,2.75,6.23,17.1325
4/24/2022,4:15:17,2.78,5.99,16.6522
4/24/2022,4:16:19,2.81,5.96,16.7476
4/24/2022,4:17:22,2.93,6.02,17.6386
4/24/2022,4:18:25,2.7,6.22,16.794
4/24/2022,4:19:28,3.08,5.84,17.9872
4/24/2022,4:20:31,2.88,5.89,16.9632
4/24/2022,4:21:34,2.98,6.14,18.2972
4/24/2022,4:22:37,3.16,5.95,18.802
4/24/2022,4:23:39,2.72,5.95,16.184
4/24/2022,4:24:42,2.81,5.95,16.7195
4/24/2022,4:25:45,2.94,5.94,17.4636
4/24/2022,4:26:48,3.16,6.09,19.2444
4/24/2022,4:27:51,2.79,6.1,17.019
4/24/2022,4:28:53,2.93,6.14,17.9902
4/24/2022,4:29:56,2.68,5.81,15.5708
4/24/2022,4:30:58,3,5.83,17.49
4/24/2022,4:32:01,2.74,5.84,16.0016
4/24/2022,4:33:03,3.1,6.2,19.22
4/24/2022,4:34:06,2.74,5.95,16.303
4/24/2022,4:35:09,2.76,5.84,16.1184
4/24/2022,4:36:11,2.84,6.23,17.6932
4/24/2022,4:37:14,2.83,5.9,16.697
4/24/2022,4:38:16,2.91,6.24,18.1584
4/24/2022,4:39:19,2.9,5.88,17.052
4/24/2022,4:40:21,2.89,6.09,17.6001
4/24/2022,4:41:24,2.91,5.81,16.9071
4/24/2022,4:42:27,3.12,5.81,18.1272
4/24/2022,4:43:30,2.85,6.19,17.6415
4/24/2022,4:44:32,3.06,5.81,17.7786
4/24/2022,4:45:36,2.8,6,16.8
4/24/2022,4:46:39,2.82,5.94,16.7508
4/24/2022,4:47:41,2.95,6.15,18.1425
4/24/2022,4:48:43,2.86,6.07,17.3602
4/24/2022,4:49:46,2.9,5.84,16.936
4/24/2022,4:50:48,2.79,5.93,16.5447
4/24/2022,4:51:51,3.16,6.07,19.1812
4/24/2022,4:52:53,2.7,5.79,15.633
4/24/2022,4:53:56,3,6.07,18.21
4/24/2022,4:54:58,3.16,6.14,19.4024
4/24/2022,4:56:01,2.73,6.04,16.4892
4/24/2022,4:57:04,2.68,5.76,15.4368
4/24/2022,4:58:06,2.86,5.97,17.0742
4/24/2022,4:59:09,3.05,6.16,18.788
4/24/2022,5:00:11,3.11,6.18,19.2198
4/24/2022,5:01:14,2.86,5.99,17.1314
4/24/2022,5:02:17,2.95,5.97,17.6115
4/24/2022,5:03:19,2.82,6.09,17.1738
4/24/2022,5:04:21,3.1,6.04,18.724
4/24/2022,5:05:24,3.11,5.8,18.038
4/24/2022,5:06:26,2.87,6.17,17.7079
4/24/2022,5:07:29,3.08,5.84,17.9872
4/24/2022,5:08:31,2.76,6.01,16.5876
4/24/2022,5:09:34,2.65,6.23,16.5095
4/24/2022,5:10:37,2.81,5.8,16.298
4/24/2022,5:11:39,3.17,5.95,18.8615
4/24/2022,5:12:43,3.13,6.11,19.1243
4/24/2022,5:13:45,3.15,6.06,19.089
4/24/2022,5:14:48,2.72,6.08,16.5376
4/24/2022,5:15:50,2.91,6.1,17.751
4/24/2022,5:16:53,2.96,6.17,18.2632
4/24/2022,5:17:56,2.76,6.05,16.698
4/24/2022,5:18:59,3.16,6.19,19.5604
4/24/2022,5:20:01,2.96,6.07,17.9672
4/24/2022,5:21:03,2.88,6.15,17.712
4/24/2022,5:22:06,2.79,5.88,16.4052
4/24/2022,5:23:09,2.7,5.88,15.876
4/24/2022,5:24:11,3.12,5.93,18.5016
4/24/2022,5:25:14,2.89,6.08,17.5712
4/24/2022,5:26:16,3.08,5.94,18.2952
4/24/2022,5:27:19,2.97,6.07,18.0279
4/24/2022,5:28:22,3.01,5.88,17.6988
4/24/2022,5:29:25,2.68,6.13,16.4284
4/24/2022,5:30:28,2.95,5.87,17.3165
4/24/2022,5:31:30,3.04,5.87,17.8448
4/24/2022,5:32:33,3.02,6.2,18.724
4/24/2022,5:33:36,2.68,6.18,16.5624
4/24/2022,5:34:39,3.13,5.91,18.4983
4/24/2022,5:35:41,3.06,5.88,17.9928
4/24/2022,5:36:44,2.77,5.96,16.5092
4/24/2022,5:37:46,2.97,6.15,18.2655
4/24/2022,5:38:50,2.9,6.02,17.458
4/24/2022,5:39:52,2.77,5.88,16.2876
4/24/2022,5:40:55,2.8,5.79,16.212
4/24/2022,5:41:57,3.16,5.91,18.6756
4/24/2022,5:43:00,2.84,6.17,17.5228
4/24/2022,5:44:03,3.03,5.98,18.1194
4/24/2022,5:45:05,2.83,6.19,17.5177
4/24/2022,5:46:08,3.1,5.84,18.104
4/24/2022,5:47:10,2.72,5.85,15.912
4/24/2022,5:48:12,2.95,5.76,16.992
4/24/2022,5:49:15,3.06,5.99,18.3294
4/24/2022,5:50:18,2.97,6.05,17.9685
4/24/2022,5:51:21,2.78,5.84,16.2352
4/24/2022,5:52:23,2.84,5.96,16.9264
4/24/2022,5:53:26,2.86,5.98,17.1028
4/24/2022,5:54:28,3,5.85,17.55
4/24/2022,5:55:31,2.85,6.1,17.385
4/24/2022,5:56:34,2.73,6.13,16.7349
4/24/2022,5:57:36,2.74,6.08,16.6592
4/24/2022,5:58:39,3,5.91,17.73
4/24/2022,5:59:42,2.99,6.04,18.0596
4/24/2022,6:00:45,2.94,5.93,17.4342
4/24/2022,6:01:47,2.83,5.9,16.697
4/24/2022,6:02:50,2.8,6.13,17.164
4/24/2022,6:03:53,2.81,6.22,17.4782
4/24/2022,6:05:00,2.67,6.23,16.6341
4/24/2022,6:06:03,3.16,5.8,18.328
4/24/2022,6:07:05,2.76,5.91,16.3116
4/24/2022,6:08:08,2.97,5.77,17.1369
4/24/2022,6:09:10,2.89,6.21,17.9469
4/24/2022,6:10:13,2.8,5.94,16.632
4/24/2022,6:11:16,2.83,6.03,17.0649
4/24/2022,6:12:18,3.13,5.86,18.3418
4/24/2022,6:13:21,2.79,5.95,16.6005
4/24/2022,6:14:23,2.72,6.13,16.6736
4/24/2022,6:15:26,2.67,5.95,15.8865
4/24/2022,6:16:29,2.88,6.08,17.5104
4/24/2022,6:17:32,3.07,6.1,18.727
4/24/2022,6:18:35,2.76,6.06,16.7256
4/24/2022,6:19:37,3.03,5.78,17.5134
4/24/2022,6:20:40,2.73,5.78,15.7794
4/24/2022,6:21:42,3.03,6.16,18.6648
4/24/2022,6:22:45,2.66,6.24,16.5984
4/24/2022,6:23:48,2.71,6.05,16.3955
4/24/2022,6:24:50,2.84,5.81,16.5004
4/24/2022,6:25:53,2.8,5.86,16.408
4/24/2022,6:26:56,3.1,6.21,19.251
4/24/2022,6:27:59,2.66,6.03,16.0398
4/24/2022,6:29:01,3.07,6.07,18.6349
4/24/2022,6:30:04,2.85,5.86,16.701
4/24/2022,6:31:06,3.01,5.94,17.8794
4/24/2022,6:32:09,2.78,5.88,16.3464
4/24/2022,6:33:11,3.07,6.05,18.5735
4/24/2022,6:34:14,2.98,5.82,17.3436
4/24/2022,6:35:17,3.09,6.06,18.7254
4/24/2022,6:36:19,3.12,6.22,19.4064
4/24/2022,6:37:22,2.7,6.09,16.443
4/24/2022,6:38:24,2.79,6.11,17.0469
4/24/2022,6:39:27,3.14,6.15,19.311
4/24/2022,6:40:30,3.15,6.18,19.467
4/24/2022,6:41:32,3.13,6.14,19.2182
4/24/2022,6:42:35,2.79,6.07,16.9353
4/24/2022,6:43:37,2.75,6.04,16.61
4/24/2022,6:44:39,2.94,5.86,17.2284
4/24/2022,6:45:42,2.86,6.13,17.5318
4/24/2022,6:46:45,2.64,5.83,15.3912
4/24/2022,6:47:48,3.04,6.1,18.544
4/24/2022,6:48:50,2.78,5.79,16.0962
4/24/2022,6:49:53,3.16,5.85,18.486
4/24/2022,6:50:55,2.81,6.07,17.0567
4/24/2022,6:51:58,2.67,5.84,15.5928
4/24/2022,6:53:00,2.9,6.02,17.458
4/24/2022,6:54:03,2.83,6.02,17.0366
4/24/2022,6:55:06,2.86,6.24,17.8464
4/24/2022,6:56:08,3.05,5.93,18.0865
4/24/2022,6:57:11,3.11,6.08,18.9088
4/24/2022,6:58:13,2.65,5.96,15.794
4/24/2022,6:59:16,3,6.02,18.06
4/24/2022,7:00:18,2.94,5.76,16.9344
4/24/2022,7:01:21,2.85,5.93,16.9005
4/24/2022,7:02:24,2.95,5.9,17.405
4/24/2022,7:03:27,2.92,5.77,16.8484
4/24/2022,7:04:34,3.02,5.77,17.4254
4/24/2022,7:05:36,3.14,5.82,18.2748
4/24/2022,7:06:39,3.06,6.11,18.6966
4/24/2022,7:07:41,3.15,6.07,19.1205
4/24/2022,7:08:44,2.79,5.86,16.3494
4/24/2022,7:09:46,2.69,6.24,16.7856
4/24/2022,7:10:48,3.07,5.93,18.2051
4/24/2022,7:11:51,3.11,5.79,18.0069
4/24/2022,7:12:54,2.96,5.91,17.4936
4/24/2022,7:13:56,2.99,5.84,17.4616
4/24/2022,7:14:59,2.95,5.79,17.0805
4/24/2022,7:16:02,3.05,5.79,17.6595
4/24/2022,7:17:05,3,6.17,18.51
4/24/2022,7:18:08,3.11,6.18,19.2198
4/24/2022,7:19:10,2.75,6.19,17.0225
4/24/2022,7:20:13,2.98,5.93,17.6714
4/24/2022,7:21:22,3.16,6.04,19.0864
4/24/2022,7:22:24,3.16,6.13,19.3708
4/24/2022,7:23:27,2.68,6.05,16.214
4/24/2022,7:24:30,2.83,6.11,17.2913
4/24/2022,7:25:32,2.77,5.82,16.1214
4/24/2022,7:26:34,3.11,6.08,18.9088
4/24/2022,7:27:37,3.03,5.8,17.574
4/24/2022,7:28:39,3.03,5.92,17.9376
4/24/2022,7:29:42,2.86,6.23,17.8178
4/24/2022,7:30:44,2.75,6.13,16.8575
4/24/2022,7:31:47,3.09,6.1,18.849
4/24/2022,7:32:49,3.05,6.24,19.032
4/24/2022,7:33:52,2.74,6.09,16.6866
4/24/2022,7:34:55,3.05,5.81,17.7205
4/24/2022,7:35:57,2.98,5.93,17.6714
4/24/2022,7:37:00,3.04,6.2,18.848
4/24/2022,7:38:02,3,5.77,17.31
4/24/2022,7:39:05,2.66,5.8,15.428
4/24/2022,7:40:08,2.87,5.89,16.9043
4/24/2022,7:41:10,2.89,6,17.34
4/24/2022,7:42:13,2.97,6.21,18.4437
4/24/2022,7:43:16,2.78,5.95,16.541
4/24/2022,7:44:19,2.82,5.91,16.6662
4/24/2022,7:45:21,2.93,5.97,17.4921
4/24/2022,7:46:24,3.12,5.84,18.2208
4/24/2022,7:47:26,3.17,6.13,19.4321
4/24/2022,7:48:28,3.06,5.77,17.6562
4/24/2022,7:49:31,2.87,6.16,17.6792
4/24/2022,7:50:34,2.74,6.19,16.9606
4/24/2022,7:51:37,2.82,6.09,17.1738
4/24/2022,7:52:39,2.7,5.88,15.876
4/24/2022,7:53:41,2.92,5.82,16.9944
4/24/2022,7:54:44,2.94,6.02,17.6988
4/24/2022,7:55:47,3.02,5.99,18.0898
4/24/2022,7:56:49,2.79,6.06,16.9074
4/24/2022,7:58:12,2.86,5.92,16.9312
4/24/2022,7:59:15,3.12,5.94,18.5328
4/24/2022,8:00:18,2.83,6.11,17.2913
4/24/2022,8:01:20,3.14,5.88,18.4632
4/24/2022,8:02:22,3.1,5.9,18.29
4/24/2022,8:03:25,2.99,6.23,18.6277
4/24/2022,8:04:28,3,6.09,18.27
4/24/2022,8:05:31,2.95,6.22,18.349
4/24/2022,8:06:33,2.74,6.02,16.4948
4/24/2022,8:07:36,2.69,6.09,16.3821
4/24/2022,8:08:38,2.96,5.78,17.1088
4/24/2022,8:09:41,3.17,6.08,19.2736
4/24/2022,8:10:44,3.09,5.79,17.8911
4/24/2022,8:11:47,2.75,5.91,16.2525
4/24/2022,8:12:49,2.79,5.91,16.4889
4/24/2022,8:13:51,2.86,5.89,16.8454
4/24/2022,8:14:54,2.85,6.13,17.4705
4/24/2022,8:15:57,2.69,5.77,15.5213
4/24/2022,8:16:59,3.08,6.11,18.8188
4/24/2022,8:18:02,3.02,5.88,17.7576
4/24/2022,8:19:05,2.91,5.79,16.8489
4/24/2022,8:20:07,2.87,6.13,17.5931
4/24/2022,8:21:10,2.69,5.82,15.6558
4/24/2022,8:22:12,2.97,5.93,17.6121
4/24/2022,8:23:15,2.99,5.92,17.7008
4/24/2022,8:24:18,2.99,5.95,17.7905
4/24/2022,8:25:20,2.76,6,16.56
4/24/2022,8:26:23,2.92,5.92,17.2864
4/24/2022,8:27:26,2.86,5.81,16.6166
4/24/2022,8:28:29,2.94,6.14,18.0516
4/24/2022,8:29:32,3.14,6.18,19.4052
4/24/2022,8:30:34,2.93,6.16,18.0488
4/24/2022,8:31:37,3.01,5.92,17.8192
4/24/2022,8:32:40,2.78,5.77,16.0406
4/24/2022,8:33:42,3.15,6.23,19.6245
4/24/2022,8:34:45,3.08,6.09,18.7572
4/24/2022,8:35:47,2.81,5.79,16.2699
4/24/2022,8:36:50,2.76,6.06,16.7256
4/24/2022,8:37:53,3.05,6.1,18.605
4/24/2022,8:38:55,3.05,6.06,18.483
4/24/2022,8:39:58,2.95,5.88,17.346
4/24/2022,8:41:00,3.15,5.84,18.396
4/24/2022,8:42:04,2.75,5.8,15.95
4/24/2022,8:43:06,2.96,5.89,17.4344
4/24/2022,8:44:09,2.92,5.81,16.9652
4/24/2022,8:45:12,3.16,5.85,18.486
4/24/2022,8:46:14,3.11,6.14,19.0954
4/24/2022,8:47:17,2.95,6,17.7
4/24/2022,8:48:20,2.65,5.98,15.847
4/24/2022,8:49:22,2.85,5.95,16.9575
4/24/2022,8:50:25,3.1,5.76,17.856
4/24/2022,8:51:27,3.04,6.03,18.3312
4/24/2022,8:52:30,3.11,6.14,19.0954
4/24/2022,8:53:32,3.16,6.01,18.9916
4/24/2022,8:54:35,3.01,5.95,17.9095
4/24/2022,8:55:38,3.13,5.85,18.3105
4/24/2022,8:56:40,2.97,6.14,18.2358
4/24/2022,8:57:43,3.05,6.13,18.6965
4/24/2022,8:58:46,2.72,6.08,16.5376
4/24/2022,8:59:49,2.98,6.13,18.2674
4/24/2022,9:00:52,2.72,5.99,16.2928
4/24/2022,9:01:55,2.92,6.1,17.812
4/24/2022,9:02:58,2.87,6.21,17.8227
4/24/2022,9:04:01,2.8,5.97,16.716
4/24/2022,9:05:03,2.75,5.8,15.95
4/24/2022,9:06:06,2.81,6.02,16.9162
4/24/2022,9:07:08,2.99,6.14,18.3586
4/24/2022,9:08:11,2.76,6.23,17.1948
4/24/2022,9:09:13,2.95,6.05,17.8475
4/24/2022,9:10:16,2.72,6.13,16.6736
4/24/2022,9:11:18,2.75,5.93,16.3075
4/24/2022,9:12:22,2.99,6.05,18.0895
4/24/2022,9:13:24,2.99,6.15,18.3885
4/24/2022,9:14:27,3.14,5.98,18.7772
4/24/2022,9:15:29,2.82,6.09,17.1738
4/24/2022,9:16:32,3.06,5.77,17.6562
4/24/2022,9:17:35,2.93,6.16,18.0488
4/24/2022,9:18:37,3.17,6.03,19.1151
4/24/2022,9:19:40,2.99,5.93,17.7307
4/24/2022,9:20:43,2.86,5.77,16.5022
4/24/2022,9:21:45,2.82,6.21,17.5122
4/24/2022,9:22:48,2.94,6.22,18.2868
4/24/2022,9:23:50,2.73,6.01,16.4073
4/24/2022,9:24:53,3.17,6.19,19.6223
4/24/2022,9:25:56,3.06,5.99,18.3294
4/24/2022,9:26:58,3.13,5.98,18.7174
4/24/2022,9:28:01,2.79,5.93,16.5447
4/24/2022,9:29:03,2.93,5.82,17.0526
4/24/2022,9:30:06,3.15,6.11,19.2465
4/24/2022,9:31:08,2.98,6.11,18.2078
4/24/2022,9:32:11,3,6.21,18.63
4/24/2022,9:33:13,2.72,5.77,15.6944
4/24/2022,9:34:16,3.08,6.23,19.1884
4/24/2022,9:35:18,2.82,6.17,17.3994
4/24/2022,9:36:21,3.08,5.94,18.2952
4/24/2022,9:37:23,3.16,6.13,19.3708
4/24/2022,9:38:26,3.07,6.06,18.6042
4/24/2022,9:39:29,2.97,5.95,17.6715
4/24/2022,9:40:31,2.73,6.07,16.5711
4/24/2022,9:41:33,3.12,5.8,18.096
4/24/2022,9:42:36,2.99,5.94,17.7606
4/24/2022,9:43:38,3.07,5.96,18.2972
4/24/2022,9:44:41,2.76,6.04,16.6704
4/24/2022,9:45:43,2.85,5.89,16.7865
4/24/2022,9:46:46,3.14,5.93,18.6202
4/24/2022,9:47:49,2.74,5.97,16.3578
4/24/2022,9:48:51,2.76,5.98,16.5048
4/24/2022,9:49:54,2.74,5.83,15.9742
4/24/2022,9:50:56,2.94,6.02,17.6988
4/24/2022,9:51:59,2.88,5.8,16.704
4/24/2022,9:53:02,3.03,5.81,17.6043
4/24/2022,9:54:04,2.99,5.78,17.2822
4/24/2022,9:55:07,2.76,5.96,16.4496
4/24/2022,9:56:10,3.15,5.9,18.585
4/24/2022,9:57:12,2.93,6.12,17.9316
4/24/2022,9:58:15,3.03,5.9,17.877
4/24/2022,9:59:17,2.82,6.16,17.3712
4/24/2022,10:00:20,3,5.92,17.76
4/24/2022,10:01:23,2.68,6.08,16.2944
4/24/2022,10:02:25,2.87,5.79,16.6173
4/24/2022,10:03:28,3.13,5.97,18.6861
4/24/2022,10:04:30,3.14,5.82,18.2748
4/24/2022,10:05:33,3.01,5.77,17.3677
4/24/2022,10:06:35,2.66,6.24,16.5984
4/24/2022,10:07:38,3.01,5.91,17.7891
4/24/2022,10:08:41,2.7,5.93,16.011
4/24/2022,10:09:43,2.9,5.81,16.849
4/24/2022,10:10:46,3.14,6.17,19.3738
4/24/2022,10:11:49,2.86,6.2,17.732
4/24/2022,10:12:52,2.7,5.78,15.606
4/24/2022,10:13:54,2.94,5.89,17.3166
4/24/2022,10:14:57,2.75,6.03,16.5825
4/24/2022,10:15:59,2.67,5.84,15.5928
4/24/2022,10:17:02,3.17,5.85,18.5445
4/24/2022,10:18:05,2.75,5.89,16.1975
4/24/2022,10:19:07,2.68,5.97,15.9996
4/24/2022,10:20:10,2.83,5.8,16.414
4/24/2022,10:21:13,2.71,6.07,16.4497
4/24/2022,10:22:15,2.68,5.79,15.5172
4/24/2022,10:23:18,2.65,6.24,16.536
4/24/2022,10:24:20,2.94,5.81,17.0814
4/24/2022,10:25:23,3.07,6.07,18.6349
4/24/2022,10:26:25,3.16,5.92,18.7072
4/24/2022,10:27:28,2.9,6.05,17.545
4/24/2022,10:28:30,2.98,5.8,17.284
4/24/2022,10:29:33,2.67,5.94,15.8598
4/24/2022,10:30:36,2.98,6.12,18.2376
4/24/2022,10:31:38,3.05,6.1,18.605
4/24/2022,10:32:41,3,5.93,17.79
4/24/2022,10:33:43,2.8,5.83,16.324
4/24/2022,10:34:46,2.82,6.04,17.0328
4/24/2022,10:35:48,3.08,5.91,18.2028
4/24/2022,10:36:51,2.74,5.82,15.9468
4/24/2022,10:37:54,3.04,6.08,18.4832
4/24/2022,10:38:56,3.05,5.82,17.751
4/24/2022,10:39:59,2.89,5.88,16.9932
4/24/2022,10:41:01,2.97,6.05,17.9685
4/24/2022,10:42:04,2.67,6.2,16.554
4/24/2022,10:43:06,2.65,5.99,15.8735
4/24/2022,10:44:09,3.06,5.86,17.9316
4/24/2022,10:45:12,2.8,6.02,16.856
4/24/2022,10:46:15,3.09,6.12,18.9108
4/24/2022,10:47:18,3.04,6.24,18.9696
4/24/2022,10:48:21,3.01,5.78,17.3978
4/24/2022,10:49:23,2.82,5.79,16.3278
4/24/2022,10:50:25,2.78,6.1,16.958
4/24/2022,10:51:28,2.96,6.13,18.1448
4/24/2022,10:52:31,3.17,5.76,18.2592
4/24/2022,10:53:33,3,6.05,18.15
4/24/2022,10:54:36,2.9,6.07,17.603
4/24/2022,10:55:39,3.08,5.95,18.326
4/24/2022,10:56:41,2.86,6.14,17.5604
4/24/2022,10:57:44,2.81,5.88,16.5228
4/24/2022,10:58:47,3.09,5.98,18.4782
4/24/2022,10:59:49,3.14,6.04,18.9656
4/24/2022,11:00:52,3.1,5.96,18.476
4/24/2022,11:01:55,3.02,6.07,18.3314
4/24/2022,11:02:57,2.81,6.12,17.1972
4/24/2022,11:04:00,2.78,5.9,16.402
4/24/2022,11:05:02,2.91,6.19,18.0129
4/24/2022,11:06:05,2.65,5.96,15.794
4/24/2022,11:07:08,3.04,5.97,18.1488
4/24/2022,11:08:11,2.84,6.11,17.3524
4/24/2022,11:09:14,2.82,5.9,16.638
4/24/2022,11:10:16,2.99,6.18,18.4782
4/24/2022,11:11:19,2.67,6.2,16.554
4/24/2022,11:12:21,2.81,5.87,16.4947
4/24/2022,11:13:24,3.12,6.08,18.9696
4/24/2022,11:14:26,2.73,6.16,16.8168
4/24/2022,11:15:29,3.09,6.13,18.9417
4/24/2022,11:16:32,2.77,5.85,16.2045
4/24/2022,11:17:34,2.66,6.04,16.0664
4/24/2022,11:18:37,2.77,5.76,15.9552
4/24/2022,11:19:39,3.04,6.04,18.3616
4/24/2022,11:20:42,2.88,5.98,17.2224
4/24/2022,11:21:45,2.85,5.93,16.9005
4/24/2022,11:22:47,2.67,5.83,15.5661
4/24/2022,11:23:50,2.85,6.14,17.499
4/24/2022,11:24:52,2.96,5.89,17.4344
4/24/2022,11:25:55,2.98,5.87,17.4926
4/24/2022,11:26:58,2.89,6.06,17.5134
4/24/2022,11:28:00,3.09,6.01,18.5709
4/24/2022,11:29:03,3.01,6.03,18.1503
4/24/2022,11:30:06,3.06,5.76,17.6256
4/24/2022,11:31:08,2.77,6.24,17.2848
4/24/2022,11:32:11,3.16,6.21,19.6236
4/24/2022,11:33:13,3.14,6.2,19.468
4/24/2022,11:34:16,3.09,6.21,19.1889
4/24/2022,11:35:18,2.99,6,17.94
4/24/2022,11:36:21,3.15,5.93,18.6795
4/24/2022,11:37:23,3.12,6.24,19.4688
4/24/2022,11:38:26,2.76,6.16,17.0016
4/24/2022,11:39:29,2.86,5.99,17.1314
4/24/2022,11:40:31,2.95,5.91,17.4345
4/24/2022,11:41:34,2.69,6.16,16.5704
4/24/2022,11:42:36,2.92,6.16,17.9872
4/24/2022,11:43:38,2.97,5.84,17.3448
4/24/2022,11:44:41,2.68,5.9,15.812
4/24/2022,11:45:43,2.75,6.08,16.72
4/24/2022,11:46:46,2.73,5.9,16.107
4/24/2022,11:47:48,2.93,6.19,18.1367
4/24/2022,11:48:51,2.73,5.99,16.3527
4/24/2022,11:49:53,2.77,5.97,16.5369
4/24/2022,11:50:56,2.69,6.23,16.7587
4/24/2022,11:51:58,2.73,5.91,16.1343
4/24/2022,11:53:01,3.06,6.19,18.9414
4/24/2022,11:54:03,2.72,5.87,15.9664
4/24/2022,11:55:06,3.03,6.2,18.786
